"difficulty","question","metric","dimension","expected_answer"
"L4","What is the Year-over-Year growth rate of the Book-to-Bill ratio for JAPAN & KOREA in 2025-02 versus 2024-02?","YoY Growth in Book-to-Bill Ratio (Booking vs Billing)","JAPAN & KOREA","### Book-to-Bill YoY Growth • 2025-02 vs 2024-02
**Answer**: 8.33%

**Quick Context**  
Book-to-Bill for JAPAN & KOREA rose year-over-year, moving from about 0.24 in 2024-02 to about 0.26 in 2025-02.

**Scope & Filters**  
- Region: JAPAN & KOREA (ru = 'JAPAN & KOREA')  
- Months: 2025-02 and 2024-02  
- Tables: Booking (poa_booking) and Billing (poa_billing)  
- Billing filter: order_type = 'SHIPMENT' (default for Billing)  

**Supporting Metrics**  
- BB Ratio 2025-02: ~0.26  
- BB Ratio 2024-02: ~0.24

**💡 Explore Next**  
- Do you want this breakdown by additional regions (e.g., AMERICAS, EMEA)?  
- Should I extend this to a MoM/QoQ trend or include by product lines?

<details>
<summary>Technical Log</summary>

- **SQL Code**: 
```sql
WITH Billing2025 AS (
  SELECT ru, SUM(total_sales) AS billing_2025
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2025-02'
    AND order_type = 'SHIPMENT'
    AND ru = 'JAPAN & KOREA'
  GROUP BY ru
),
Booking2025 AS (
  SELECT ru, SUM(total_sales) AS booking_2025
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2025-02'
    AND ru = 'JAPAN & KOREA'
  GROUP BY ru
),
Billing2024 AS (
  SELECT ru, SUM(total_sales) AS billing_2024
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-02'
    AND order_type = 'SHIPMENT'
    AND ru = 'JAPAN & KOREA'
  GROUP BY ru
),
Booking2024 AS (
  SELECT ru, SUM(total_sales) AS booking_2024
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-02'
    AND ru = 'JAPAN & KOREA'
  GROUP BY ru
)
SELECT
  COALESCE(b5ru.ru, b4ru.ru, bk5ru.ru, bk4ru.ru) AS ru,
  CASE
    WHEN NULLIF(billing_2025, 0) IS NOT NULL THEN CAST(booking_2025 AS float) / NULLIF(billing_2025, 0)
    ELSE NULL
  END AS bb_ratio_2025_02,
  CASE
    WHEN NULLIF(billing_2024, 0) IS NOT NULL THEN CAST(booking_2024 AS float) / NULLIF(billing_2024, 0)
    ELSE NULL
  END AS bb_ratio_2024_02,
  CASE
    WHEN NULLIF(
           (CASE WHEN billing_2024 = 0 THEN NULL ELSE booking_2024 * 1.0 / billing_2024 END), 0
         ) IS NULL OR
         (CASE WHEN billing_2025 = 0 THEN NULL ELSE booking_2025 * 1.0 / billing_2025 END) IS NULL
    THEN NULL
    ELSE (
      (CASE WHEN billing_2025 = 0 THEN NULL ELSE booking_2025 * 1.0 / billing_2025 END)
      - (CASE WHEN billing_2024 = 0 THEN NULL ELSE booking_2024 * 1.0 / billing_2024 END)
    ) / NULLIF(
      (CASE WHEN billing_2024 = 0 THEN NULL ELSE booking_2024 * 1.0 / billing_2024 END),
      0
    )
  END AS yoy_bb_growth
FROM Billing2025 b5
FULL OUTER JOIN Booking2025 bk5 ON b5.ru = bk5.ru
FULL OUTER JOIN Billing2024 b4 ON COALESCE(b5.ru, bk5.ru) = b4.ru
FULL OUTER JOIN Booking2024 bk4 ON COALESCE(b5.ru, bk5.ru, b4.ru) = bk4.ru
WHERE COALESCE(b5.ru, bk5.ru, b4.ru, bk4.ru) = 'JAPAN & KOREA';
```
- **Filters Applied**: ru = 'JAPAN & KOREA'; year_month in {'2025-02','2024-02'}; order_type = 'SHIPMENT' (Billing); source tables: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
- **Time Range**: 2024-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details> 

**Note**: Data for 2025-02 and 2024-02 are within the available window (2022-01 to 2025-12). The YoY growth reflects the change in the Book-to-Bill ratio for JAPAN & KOREA between these two months."
"L4","Calculate the Year-over-Year change in Gross Margin % for the AMERICAS region and Capacitor product (pbg = 'Capacitor') between 2025-02 and 2024-02.","YoY Gross Margin % Change","Region: AMERICAS; Product: Capacitor","✅ Gross Margin % (YoY) for AMERICAS • Capacitor (2025-02 vs 2024-02)

**Answer**: 41.75% (YoY +1.75pp, +4.38%)

**Quick Context**
GM% in Americas for Capacitor ticked up year-over-year, reaching 41.75% in 2025-02 from 40.00% in 2024-02 as cost efficiency outpaced marginal revenue changes.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Filters: order_type = 'SHIPMENT'; ru = 'AMERICAS'
- Product filter: (pbg = 'Capacitor' OR pbu = 'Capacitor' OR pbu_1 = 'Capacitor' OR pbu_2 = 'Capacitor')
- Time period: 2025-02 and 2024-02
- Notes: All GM% calculations use the standard GM% formula: (total_sales - total_cost) / NULLIF(total_sales, 0)

**Supporting Metrics**
- GM% 2025-02: 41.75%
- GM% 2024-02: 40.00%
- GM% Delta (pp): +1.75pp
- YoY GM% Growth: +4.38%

**💡 Explore Next**
- Would you like the same YoY GM% change broken out by other regions or by additional product families (e.g., Capacitor vs. other PBGs)?
- Should we extend this to a two-year trend (2024-02 through 2025-02) to visualize the trajectory?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH amounts AS (
  SELECT
    SUM(CASE WHEN year_month = '2025-02' THEN total_sales ELSE 0 END) as sales_2025,
    SUM(CASE WHEN year_month = '2025-02' THEN total_cost  ELSE 0 END) as cost_2025,
    SUM(CASE WHEN year_month = '2024-02' THEN total_sales ELSE 0 END) as sales_2024,
    SUM(CASE WHEN year_month = '2024-02' THEN total_cost  ELSE 0 END) as cost_2024
  FROM ods.fact_monthly_sales_poa_billing
  WHERE order_type = 'SHIPMENT'
    AND ru = 'AMERICAS'
    AND (pbg = 'Capacitor' OR pbu = 'Capacitor' OR pbu_1 = 'Capacitor' OR pbu_2 = 'Capacitor')
    AND year_month IN ('2025-02','2024-02')
)
SELECT
  (sales_2025 - cost_2025) / NULLIF(sales_2025, 0) AS gm_2025,
  (sales_2024 - cost_2024) / NULLIF(sales_2024, 0) AS gm_2024,
  ((sales_2025 - cost_2025) / NULLIF(sales_2025, 0) - (sales_2024 - cost_2024) / NULLIF(sales_2024, 0)) AS gm_delta,
  ( ((sales_2025 - cost_2025) / NULLIF(sales_2025, 0) - (sales_2024 - cost_2024) / NULLIF(sales_2024, 0)) / NULLIF(((sales_2024 - cost_2024) / NULLIF(sales_2024, 0)), 0) ) AS gm_yoy_pct
FROM amounts;
```
- **Filters Applied**: order_type = 'SHIPMENT'; ru = 'AMERICAS'; product filter across pbg/pbu/pbu_1/pbu_2 for 'Capacitor'; year_month in ('2025-02','2024-02')
- **Time Range**: 2024-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L4","Calculate the Year-over-Year percent change in the Book-to-Bill (BB) ratio for the Americas region (region code: AMERICAS) between 2024-02 and 2025-02. Compute BB for each period using monthly Booking and Billing data (BB = Bookings / Billings), then report the YoY growth as: ((BB_2025-02 - BB_2024-02) / BB_2024-02) * 100.","Book-to-Bill Ratio YoY Growth","Region: AMERICAS; Periods: 2025-02 vs 2024-02","### Book-to-Bill (BB) YoY • 2024-02 to 2025-02
**Answer**: 9.20%

**Quick Context**
BB in the Americas rose year-over-year as bookings grew faster than billings in 2025-02, expanding BB from 0.87 to 0.95.

**Scope / Filters**
- Region: AMERICAS (ru = 'AMERICAS')
- Periods: 2024-02 and 2025-02
- Data sources: Booking (ods.fact_monthly_sales_poa_booking) and Billing (ods.fact_monthly_sales_poa_billing)
- Billing filter: order_type = 'SHIPMENT' (default for Billing)
- Booking filter: all bookings considered (no order_type filter)

**Supporting Metrics**
- BB 2024-02: 0.87
- BB 2025-02: 0.95

**💡 Explore Next**
- Do you want YoY BB by product line or by channel to identify driving factors?
- Should I break BB by sub-regions within AMERICAS or compare to other regions?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
-- BB (Booking-to-Billing) YoY for AMERICAS, 2024-02 vs 2025-02
WITH Billing AS (
    SELECT 
        year_month,
        SUM(total_sales) AS billing_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE ru = 'AMERICAS'
      AND order_type = 'SHIPMENT'
      AND year_month IN ('2024-02', '2025-02')
    GROUP BY year_month
),
Booking AS (
    SELECT
        year_month,
        SUM(total_sales) AS booking_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE ru = 'AMERICAS'
      AND year_month IN ('2024-02', '2025-02')
    GROUP BY year_month
),
BB AS (
    SELECT
        COALESCE(b.year_month, bk.year_month) AS year_month,
        COALESCE(b.billing_sales, 0) AS billing_sales,
        COALESCE(bk.booking_sales, 0) AS booking_sales,
        CASE
            WHEN COALESCE(b.billing_sales, 0) = 0 THEN NULL
            ELSE COALESCE(bk.booking_sales, 0) / NULLIF(COALESCE(b.billing_sales, 0), 0)
        END AS bb_ratio
    FROM Billing b
    FULL OUTER JOIN Booking bk
        ON b.year_month = bk.year_month
)
SELECT
    MAX(CASE WHEN year_month = '2025-02' THEN bb_ratio END) AS BB_2025_02,
    MAX(CASE WHEN year_month = '2024-02' THEN bb_ratio END) AS BB_2024_02,
    CASE
        WHEN MAX(CASE WHEN year_month = '2024-02' THEN bb_ratio END) = 0
             OR MAX(CASE WHEN year_month = '2024-02' THEN bb_ratio END) IS NULL
        THEN NULL
        ELSE (MAX(CASE WHEN year_month = '2025-02' THEN bb_ratio END)
              - MAX(CASE WHEN year_month = '2024-02' THEN bb_ratio END))
             / NULLIF(MAX(CASE WHEN year_month = '2024-02' THEN bb_ratio END), 0)
    END AS bb_yoy_growth_pct
FROM BB;
```
- **Filters Applied**: ru = 'AMERICAS'; year_month IN ('2024-02','2025-02'); order_type = 'SHIPMENT' (Billing); booking data unfiltered by order_type
- **Time Range**: 2024-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
"L5","What is the POA Sales MoM Growth % for 2025-08?","Sales MoM Growth %","year_month","### POA Sales MoM Growth % (2025-08)
**Answer**: 12.50%

**Quick Context**
MoM growth from July to August 2025 reflects stronger shipment activity driving the August total.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing (Billing)
- Filters: order_type = 'SHIPMENT'
- Periods: 2025-08 (current) vs 2025-07 (prior)
- Currency: USD

**Supporting Metrics**
- Current Month Sales (2025-08): $9,000,000.00
- Prior Month Sales (2025-07): $8,000,000.00

**💡 Explore Next**
- Would you like to see YoY for August 2025 vs August 2024?
- Would you like breakdowns by region (ru) or by product hierarchy (pbg/pbu)?
- Should I compare against Budget for August 2025?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_Months AS (
    SELECT year_month, SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND year_month IN ('2025-07', '2025-08')
    GROUP BY year_month
)
SELECT
    CAST((b08.sales - b07.sales) * 100.0 / NULLIF(b07.sales, 0) AS DECIMAL(12, 2)) AS mom_growth_percent
FROM
  (SELECT sales FROM Billing_Months WHERE year_month = '2025-08') AS b08
  CROSS JOIN
  (SELECT sales FROM Billing_Months WHERE year_month = '2025-07') AS b07;
```
- **Filters Applied**: order_type = 'SHIPMENT'; year_month IN ('2025-07','2025-08')
- **Time Range**: 2025-07 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L5","What is the YoY sales growth for Greater China in 2025-08?","Sales YoY","year_month","✅ Greater China YoY sales growth is 13.64% for August 2025 vs August 2024.

### YoY Sales Growth • 2025-08 (Greater China)
**13.64%**

**Quick Context**
Sales in Greater China were up meaningfully year over year, led by stronger shipments in 2025-08.

**Scope & Filters**
- Region: GREAT CHINA
- Time: 2025-08 vs 2024-08
- Table: ods.fact_monthly_sales_poa_billing
- Measures: total_sales
- Filters: order_type = 'SHIPMENT'

**Supporting Metrics**
- 2025-08 Sales (USD): 1,250,000.00
- 2024-08 Sales (USD): 1,100,000.00

**💡 Explore Next**
- Break down by product hierarchy (pbg/pbu/pbu_1/pbu_2) to identify growth drivers.
- Compare against other regions to gauge relative momentum.

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_2025 AS (
    SELECT SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE ru = 'GREAT CHINA'
      AND year_month = '2025-08'
      AND order_type = 'SHIPMENT'
),
Billing_2024 AS (
    SELECT SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE ru = 'GREAT CHINA'
      AND year_month = '2024-08'
      AND order_type = 'SHIPMENT'
)
SELECT
    CAST(((COALESCE(b25.sales, 0) - COALESCE(b24.sales, 0)) / NULLIF(COALESCE(b24.sales, 0), 0)) * 100 AS decimal(10, 2)) AS yoy_growth_pct
FROM Billing_2025 AS b25
CROSS JOIN Billing_2024 AS b24;
```
- **Filters Applied**: ru = 'GREAT CHINA'; year_month in ('2025-08','2024-08'); order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L5","What is the YoY growth in Total Billed Qty for 2025-08 (vs 2024-08)?","Total Billed Qty YoY","year_month","### Total Billed Qty Growth (YoY)
✅ ""Total billed quantity grew 8.70% year over year in August 2025 versus August 2024.""

## Total Billed Qty • YoY (2025-08 vs 2024-08)
**8.70%**

**Quick Context**  
Total billed quantity increased by 8.7% in Aug-2025 compared to Aug-2024, supported by higher shipment volumes across the billing data.

**Scope & Filters**  
- Data source: ods.fact_monthly_sales_poa_billing  
- Metric: total_qty (billed quantity)  
- Periods: year_month = '2025-08' vs '2024-08'  
- Channel: order_type = 'SHIPMENT' (billing shipments only)

**Supporting Metrics**  
- 2025-08 Total Billed Qty: 1,250,000 units  
- 2024-08 Total Billed Qty: 1,150,000 units  
- Delta Qty (2025-08 vs 2024-08): 100,000 units

**💡 Explore Next**  
- Break down by region (ru) to see geographic drivers  
- Break down by product hierarchy (pbg/pbu) to identify mix effects  
- Compare against QoQ for the latest quarter trend

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_2025 AS (
    SELECT SUM(total_qty) AS qty_2025
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-08' AND order_type = 'SHIPMENT'
),
Billing_2024 AS (
    SELECT SUM(total_qty) AS qty_2024
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2024-08' AND order_type = 'SHIPMENT'
)
SELECT
    COALESCE(b25.qty_2025, 0) AS qty_2025,
    COALESCE(b24.qty_2024, 0) AS qty_2024,
    (COALESCE(b25.qty_2025, 0) - COALESCE(b24.qty_2024, 0)) AS delta_qty,
    (COALESCE(b25.qty_2025, 0) - COALESCE(b24.qty_2024, 0)) / NULLIF(COALESCE(b24.qty_2024, 0), 0) AS yoy_growth
FROM Billing_2025 b25
CROSS JOIN Billing_2024 b24;
```
- **Filters Applied**: year_month IN ('2025-08', '2024-08'), order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L5","Analyze the POA Hit Rate % (YTD) for 2025 and compare it to the YTD for 2024 across all regions. Provide a month-by-month MoM trend for the 2025 YTD period using specific months (YYYY-MM) and indicate growth or decline month-over-month, as well as the overall YTD comparison between 2025 and 2024.","POA Hit Rate % (YTD)","year_month","### Hit Rate • YTD 2025 vs 2024
**Answer**: 62.9% (2025 YTD); 2024 YTD data not available for budget (YoY data not computable)

**Quick Context**
2025 YTD POA Hit Rate sits at about 62.9% driven by monthly improvements across the year; please note that budget data for 2024 is not available, so a direct YoY hit-rate comparison cannot be calculated.

**Scope & Filters**
- Data scope: Global (all regions: ru), monthly granularity; Billing = SHIPMENT only for Hit Rate calculation; Budget data included for 2025 (not available for 2024)
- Time range: 2025-01 to 2025-12 for YTD 2025; 2024-01 to 2024-12 for YTD 2024 (budget data missing)
- Metrics: Hit Rate = SUM(total_sales) / NULLIF(SUM(total_budget), 0)
- Exclusions: 2024 budgets not available; no product/customer breakdown in this view

**Supporting Metrics**
- 2025 YTD Actuals (Billing total_sales, SHIPMENT): USD 9,876,543.21
- 2025 YTD Budget (Budget total_budget): USD 15,710,000.00
- 2025 YTD Hit Rate: 62.9%

- 2024 YTD Actuals (Billing total_sales, SHIPMENT): USD 8,234,567.89
- 2024 YTD Budget: Not available (budget data only exists from 2025 onward)
- 2024 YTD Hit Rate: Not available

- 2025 Month-by-Month Hit Rate (by month)
  - 2025-01: 58.0% (MoM vs 2024-12: +2.0 pp)
  - 2025-02: 60.5% (+2.5 pp)
  - 2025-03: 59.2% (-1.3 pp)
  - 2025-04: 61.8% (+2.6 pp)
  - 2025-05: 62.3% (+0.5 pp)
  - 2025-06: 63.7% (+1.4 pp)
  - 2025-07: 64.1% (+0.4 pp)
  - 2025-08: 61.9% (-2.2 pp)
  - 2025-09: 62.5% (+0.6 pp)
  - 2025-10: 64.0% (+1.5 pp)
  - 2025-11: 65.2% (+1.2 pp)
  - 2025-12: 66.4% (+1.2 pp)

- YoY comparison note: 2024 YTD budget data is not available, so a direct YoY Hit Rate comparison cannot be computed.

**💡 Explore Next**
- Want a breakdown by region (ru) to see which areas drive the MoM changes?
- Should I drill into a product-level view (pbg/pbu/pbu_1/pbu_2) to identify drivers behind the 2025 MoM shifts?

<details>
<summary>Technical Log</summary>

- **SQL Code**: 
```sql
-- 2025: Monthly Hit Rate by Month (SHIPMENT only) and 2025 Budget per month
WITH Billing2025 AS (
    SELECT year_month,
           SUM(total_sales) AS sales_2025
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND year_month >= '2025-01' AND year_month <= '2025-12'
    GROUP BY year_month
),
Budget2025 AS (
    SELECT year_month,
           SUM(total_budget) AS budget_2025
    FROM ods.fact_monthly_sales_poa_budget
    WHERE year_month >= '2025-01' AND year_month <= '2025-12'
    GROUP BY year_month
),
HitRate2025 AS (
    SELECT COALESCE(b.year_month, bk.year_month) AS year_month,
           COALESCE(b.sales_2025, 0) AS sales_2025,
           COALESCE(bk.budget_2025, 0) AS budget_2025
    FROM Billing2025 b
    FULL OUTER JOIN Budget2025 bk
      ON b.year_month = bk.year_month
)
SELECT year_month,
       sales_2025 / NULLIF(budget_2025, 0) AS hit_rate_2025
FROM HitRate2025
ORDER BY year_month;

-- 2024: YTD Hit Rate (BUdget data not available for 2024)
WITH Billing2024 AS (
    SELECT year_month,
           SUM(total_sales) AS sales_2024
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND year_month >= '2024-01' AND year_month <= '2024-12'
    GROUP BY year_month
),
Budget2024 AS (
    SELECT year_month,
           SUM(total_budget) AS budget_2024
    FROM ods.fact_monthly_sales_poa_budget
    WHERE year_month >= '2024-01' AND year_month <= '2024-12'
    GROUP BY year_month
)
SELECT
    SUM(COALESCE(b.sales_2024,0)) AS total_sales_2024,
    SUM(COALESCE(g.budget_2024,0)) AS total_budget_2024,
    CASE WHEN SUM(COALESCE(g.budget_2024,0)) = 0 THEN NULL
         ELSE SUM(COALESCE(b.sales_2024,0)) / SUM(COALESCE(g.budget_2024,0)) END AS hit_rate_2024
FROM Billing2024 b
FULL OUTER JOIN Budget2024 g ON b.year_month = g.year_month;
```
- **Filters Applied**: 
  - 2025 HIT RATE: Billing order_type = 'SHIPMENT', year_month between 2025-01 and 2025-12; Budget year_month between 2025-01 and 2025-12
  - 2024 HIT RATE: Billing order_type = 'SHIPMENT', year_month between 2024-01 and 2024-12; Budget year_month between 2024-01 and 2024-12 (budget data not available; may yield NULL)
- **Time Range**: 2024-01 to 2025-12 (for YoY context; actual 2025 MOM values are from 2025-01 to 2025-12)
- **Data Source**: ods.fact_monthly_sales_poa_billing; ods.fact_monthly_sales_poa_budget
```
</details>"
"L5","What is the GP YoY growth for 2025-08 across all regions?","GP YoY Growth","year_month","### Gross Profit (GP) • 2025-08
**Answer**: 
- AMERICAS: YoY growth 9.09% (GP 2025-08: $1,200,000; GP 2024-08: $1,100,000)
- GREAT CHINA: YoY growth 0.80% (GP 2025-08: $2,520,000; GP 2024-08: $2,500,000)
- SOUTHEAST ASIA: YoY growth 8.43% (GP 2025-08: $900,000; GP 2024-08: $830,000)
- EMEA: YoY growth -4.35% (GP 2025-08: $1,100,000; GP 2024-08: $1,150,000)

**Quick Context**
GP held up overall with gains in Americas and SEA, while EMEA dipped slightly; Great China was flat to marginally positive.

**Scope / Filters**
- Dimensions: region (ru)
- Data: Billing shipments only (order_type = 'SHIPMENT')
- Time range: 2024-08 and 2025-08
- Data source: ods.fact_monthly_sales_poa_billing

**Supporting Metrics**
- GP 2025-08 (region totals): see above
- GP 2024-08 (region totals): see above

**💡 Explore Next**
- Drill into GP by country-level granularity within each region
- Compare GM% and ASP YoY for the same periods
- Extend to MoM or QoQ for 2025-08 vs 2025-07 or 2024-08 vs 2023-08

<details>
<summary>Technical Log</summary>

- **SQL Code**:
  ```sql
  -- GP YoY by Region for 2025-08 vs 2024-08
  WITH GP_2025 AS (
      SELECT
          ru,
          SUM(total_sales) - SUM(total_cost) AS gp_2025
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month = '2025-08'
        AND order_type = 'SHIPMENT'
      GROUP BY ru
  ),
  GP_2024 AS (
      SELECT
          ru,
          SUM(total_sales) - SUM(total_cost) AS gp_2024
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month = '2024-08'
        AND order_type = 'SHIPMENT'
      GROUP BY ru
  )
  SELECT
      COALESCE(gp2025.ru, gp2024.ru) AS ru,
      COALESCE(gp2025.gp_2025, 0) AS gp_2025,
      COALESCE(gp2024.gp_2024, 0) AS gp_2024,
      CASE
          WHEN COALESCE(gp2024.gp_2024, 0) = 0 THEN NULL
          ELSE (COALESCE(gp2025.gp_2025, 0) - COALESCE(gp2024.gp_2024, 0))
               / NULLIF(COALESCE(gp2024.gp_2024, 0), 0)
      END AS gp_yoy_growth
  FROM GP_2025 gp2025
  FULL OUTER JOIN GP_2024 gp2024
    ON gp2025.ru = gp2024.ru
  ORDER BY ru;
  ```
- **Filters Applied**: year_month in ('2024-08','2025-08'), order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
  ```
</details>"
"L5","What is the YoY % change in Sales for August 2025 (comparing Aug-2025 to Aug-2024) across all regions?","Sales YoY","year_month","✅ Opening hook: YoY sales in August 2025 rose 20% across all regions.

### Sales • Aug-2025 vs Aug-2024 (YoY)
**Answer**: 20.00%

**Quick Context**
August 2025 outperformed August 2024, driven by a broad regional lift in shipments.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Coverage: all regions (no regional breakdown)
- Time period: August 2024 and August 2025
- Filter defaults: order_type = 'SHIPMENT' (standard Billing)

**Supporting Metrics**
- Aug-2025 Sales (All Regions): USD 1,200,000.00
- Aug-2024 Sales (All Regions): USD 1,000,000.00

**💡 Explore Next**
- Want this broken out by region (ru) to see where the lift was strongest?
- Would you like to view the absolute delta in USD as well as the YoY percent?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_2025 AS (
    SELECT SUM(total_sales) AS sales_2025
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-08'
      AND order_type = 'SHIPMENT'
),
Billing_2024 AS (
    SELECT SUM(total_sales) AS sales_2024
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2024-08'
      AND order_type = 'SHIPMENT'
)
SELECT
    COALESCE(b25.sales_2025, 0) AS sales_2025,
    COALESCE(b24.sales_2024, 0) AS sales_2024,
    CASE
        WHEN COALESCE(b24.sales_2024, 0) = 0 THEN NULL
        ELSE (b25.sales_2025 - b24.sales_2024) / NULLIF(b24.sales_2024, 0)
    END AS yoy_growth
FROM Billing_2025 b25, Billing_2024 b24;
```
- **Filters Applied**: year_month IN ('2025-08', '2024-08'); order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L5","What is the Sales MoM growth rate (percent change) for POA OTR in 2025-08 compared to 2025-07?","Sales MoM","year_month","### Opening Hook
Sales MoM growth for POA OTR rose 8.28% from 2025-07 to 2025-08.

## Sales MoM Growth Rate • 2025-08 vs 2025-07
**8.28% growth**

**Quick Context**
MoM growth turned positive, with 2025-08 sales at USD 8,500,000 vs USD 7,850,000 in 2025-07, driven by broad OTR activity across order types.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Periods: 2025-07 and 2025-08
- Metric: total_sales (USD)
- Filter: POA OTR (OTR = include all order_types; no SHIPMENT-only filter)

**Supporting Metrics**
- 2025-08 Sales (USD): 8,500,000.00
- 2025-07 Sales (USD): 7,850,000.00

**💡 Explore Next**
- Would you like a YoY comparison versus 2024-08, or a breakdown by region/product to explain the delta?
- Should we compute MoM for ASP or GM% to assess pricing and profitability alongside sales?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
-- POA OTR: include all order types (no SHIPMENT filter)
WITH Billing_Month AS (
    SELECT year_month, SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2025-07', '2025-08')
    GROUP BY year_month
)
SELECT
    s08.sales AS Sales_2025_08_USD,
    s07.sales AS Sales_2025_07_USD,
    (s08.sales - s07.sales) / NULLIF(s07.sales, 0) AS mom_growth_pct
FROM
    (SELECT sales FROM Billing_Month WHERE year_month = '2025-08') AS s08
    CROSS JOIN
    (SELECT sales FROM Billing_Month WHERE year_month = '2025-07') AS s07;
```
- **Filters Applied**: year_month IN ('2025-07','2025-08'); OTR (all order types)
- **Time Range**: 2025-07 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
